"Park ID","Park Name","Address","Location Description","Park Category","Linear Park System","District","Classification Type","Neighbourhood","Electoral Ward","CCA","Water Area in Hectares","Land Area in Hectares","Polygon","Total Area in Hectares"
"7485","University Crescent Park",,"S end of D'Arcy Dr, E of University Cres","Greenfield - Future Park",,"South","Greenfield - Future Park: Linkage","MONTCALM","Waverley West","Fort Garry","0","2.729692","MULTIPOLYGON (((-97.14376882310097 49.81583575168475, -97.14370179993944 49.815400303364655, -97.14366544544596 49.815260425577115, -97.14351133914663 49.81423249793484, -97.14338239313645 49.814106366542255, -97.14335996793871 49.81406658884353, -97.14333699646522 49.81402845155551, -97.1433115563863 49.81398881577546, -97.14328533462181 49.813950401249755, -97.14323465524842 49.81388196523579, -97.14320327180634 49.813842799953555, -97.14316930942714 49.81380275392541, -97.14311748784404 49.81374568694859, -97.1430634203298 49.81369058899719, -97.14300689065287 49.81363710585602, -97.14294548557554 49.81358311621004, -97.14289496733085 49.813541507480295, -97.14284361332248 49.81350152607244, -97.1427908172904 49.81346262654618, -97.14273450210784 49.813423376673846, -97.1426336459462 49.81332170450255, -97.14212435697691 49.81305651283863, -97.14290135116124 49.81279346568584, -97.14272921812824 49.812699575698495, -97.14185096013277 49.81299690670609, -97.1410303967802 49.81268658785789, -97.14013095160949 49.812408275585554, -97.13986285731333 49.812330464900306, -97.13963102862286 49.81217297592853, -97.13949607286392 49.81211528346045, -97.13939760454431 49.812148598770136, -97.13956820481407 49.8122215376984, -97.13980560546305 49.812382816585895, -97.14002121719014 49.812445394778415, -97.14002545317314 49.812443962231846, -97.14049744054806 49.81260813664033, -97.14104001929144 49.81276399211734, -97.14122670909222 49.81285864371237, -97.14170466120423 49.813020476492476, -97.14124184704467 49.81317714992266, -97.14131545890476 49.81322664281448, -97.14139064491643 49.81327886781712, -97.14146213243768 49.81333017644932, -97.14153094449108 49.81338117025872, -97.14160233805082 49.813435836538325, -97.14166886370515 49.81348848270074, -97.14173624877085 49.813543591121174, -97.14180097482425 49.813598319690016, -97.14186403167248 49.813653438074525, -97.14192790379039 49.81371120393961, -97.14198870080337 49.81376812445226, -97.14204746665797 49.813825068093394, -97.14210543588977 49.81388323188868, -97.14216312542241 49.81394323232524, -97.14221973211609 49.81400432800543, -97.14227312742211 49.81406414605692, -97.14232614513332 49.81412582917673, -97.14237630193139 49.814186473399964, -97.14242446149107 49.81424699498907, -97.14247256135317 49.8143099025155, -97.14251963871274 49.81437410036599, -97.14256398859276 49.81443721485496, -97.1426069093479 49.814501006311055, -97.14264807648944 49.814564990998456, -97.14268781644786 49.81462967856707, -97.14272574009536 49.814694431603314, -97.14276233748225 49.81476010031842, -97.14279731403057 49.81482620051262, -97.14282990149003 49.81489116820919, -97.14286176336236 49.814958351864256, -97.14289129675386 49.81502440958754, -97.14291926396211 49.81509093021422, -97.14235491998427 49.81523769764153, -97.1423791623997 49.81524374210061, -97.14239777226656 49.81525510447579, -97.1424273511996 49.81528859082202, -97.14248167820999 49.815376444691395, -97.1425194161757 49.81545098964999, -97.14259057469181 49.815538573591354, -97.14259476322499 49.8155780393971, -97.14261125959328 49.815593775467754, -97.14261949495392 49.815614686231726, -97.1426344124344 49.8156643985705, -97.14264643554073 49.815680782536866, -97.14264672812837 49.81571307973496, -97.14263952692671 49.81575955905637, -97.14264668593908 49.81580132125877, -97.14266114726968 49.815837533589026, -97.1426838099105 49.81586650138125, -97.14269760224983 49.81587661711347, -97.14270936603381 49.815896145210004, -97.14274206627582 49.81596431274328, -97.14275924209319 49.816074868320555, -97.14276712619251 49.81609406436714, -97.14276726833673 49.816123030954046, -97.1427614109257 49.81617725863383, -97.14376882310097 49.81583575168475)))","2.729692"
"876","Beaverdam Creek Park",,"75 Carlotta Cres","Park and Open Space","Beaverdam Creek Greenway","South","Neighbourhood","BETSWORTH","Charleswood - Tuxedo - Westwood","Assiniboine South","0.048224","1.070574","MULTIPOLYGON (((-97.30810805321376 49.8585840241076, -97.30751214270366 49.85859006452684, -97.30739518635029 49.85921786691361, -97.30689445991096 49.85919819368598, -97.30682703141281 49.85989064943404, -97.30690293397046 49.859894300014254, -97.30819396100662 49.859944199071464, -97.30820849453144 49.85979774977379, -97.30814746365255 49.859060263215426, -97.30821994869892 49.85906633866988, -97.30818217929088 49.858584125388845, -97.30810805321376 49.8585840241076)))","1.118798"
"870","Kelly Landing",,"6353 Southboine Dr","Park and Open Space","South Assiniboine Parkway","South","Linkage","SOUTHBOINE","Charleswood - Tuxedo - Westwood","Assiniboine South","0","1.696739","MULTIPOLYGON (((-97.30695539282095 49.86506775418833, -97.30696034731008 49.86501152884998, -97.30689015971109 49.86500868221556, -97.30688745839008 49.86506481534127, -97.3068490819648 49.86547513746489, -97.30594804590378 49.86543618048833, -97.30565435443276 49.86535211789927, -97.30466231175281 49.86465295388093, -97.30453092073927 49.8646945395175, -97.30297339680742 49.864633106862094, -97.30285916369205 49.864335614463435, -97.30285658124082 49.86436296710565, -97.30280692396462 49.86437012673864, -97.30279694030584 49.86446032470661, -97.30283922596425 49.8644622796372, -97.30277085906086 49.86507993437531, -97.30287935798762 49.865106592860776, -97.30295740082127 49.8651152013499, -97.3030557770589 49.86513921896202, -97.30308903439813 49.86514321389167, -97.3032644838018 49.865179693295865, -97.3033676657863 49.86520953774574, -97.30339228107185 49.86521394578029, -97.30355377637362 49.86523564870426, -97.30361189215431 49.86524108671133, -97.30374026560195 49.86527876531473, -97.30390899531868 49.86531244691839, -97.30406389439315 49.86533576163918, -97.3042829380763 49.86536721055587, -97.3044636039338 49.86540776719481, -97.30451316158272 49.865413214478515, -97.30455400656365 49.86542307673138, -97.30473204105562 49.86544142196785, -97.3047712554628 49.86545413867061, -97.3048232871426 49.865462455407645, -97.30507264252863 49.86553041579378, -97.30509621153386 49.865532919230425, -97.30515623859108 49.865547379333854, -97.30529277976373 49.86557042396344, -97.30533088126185 49.86558631920034, -97.30541557361475 49.86559263779687, -97.30563596224704 49.865657295079465, -97.30584065536297 49.865677377549446, -97.30610340529438 49.86572052559909, -97.30644066009107 49.86578994748703, -97.30646682477929 49.86579383780919, -97.3065036149841 49.865804269770265, -97.30677834493362 49.86585505710773, -97.3068750904385 49.865875543215, -97.30695539282095 49.86506775418833)))","1.696739"
"295","Omand's Creek Park North",,"N side of Logan Ave between Omands Creek Blvd & Brookside Blvd","Park and Open Space",,"North","Linkage","OMAND'S CREEK INDUSTRIAL","Point Douglas","St. James - Assiniboia","0.419311","3.749119","MULTIPOLYGON (((-97.22405931180565 49.92541282043579, -97.2240594206004 49.92591980731992, -97.22466825351172 49.92648096677082, -97.22727658575972 49.92765959476498, -97.22744684262159 49.92825587902496, -97.22875631734111 49.92926374044898, -97.22943556421087 49.92926383269429, -97.22943562652539 49.9286061664453, -97.22923147060492 49.9286061366738, -97.22840005324281 49.92796620036874, -97.22820285724056 49.92727553436273, -97.22507802351198 49.92586346627935, -97.22507793131697 49.925413015365926, -97.22508440761123 49.92533591194122, -97.22406243649871 49.92533805389746, -97.22405931180565 49.92541282043579)))","4.16843"
"4942","Valour Road Park",,"Between 1250 &1302 Valour Rd","Park and Open Space",,"North","Neighbourhood","SARGENT PARK","Daniel McIntyre","Downtown","0","0.178848","MULTIPOLYGON (((-97.18835301938158 49.902155211830426, -97.1877917727765 49.90213881888363, -97.1877640013373 49.902485764900824, -97.18836083998646 49.90250464037603, -97.18837656607012 49.90250266240792, -97.18839069339585 49.90249778148162, -97.18840196951105 49.902490430313975, -97.18840939473743 49.902481260619965, -97.18841231079696 49.902471085334994, -97.18843333130015 49.90220036628367, -97.18843013894691 49.90218767350883, -97.18842168703694 49.90217603062033, -97.18840862177737 49.90216632779306, -97.18839194209437 49.902159306870956, -97.18837292325834 49.90215550464865, -97.18835301938158 49.902155211830426)))","0.178848"
"692","Art McOuat Memorial Park",,"910 Maginot St","Park and Open Space",,"East","Community","MAGINOT","St. Boniface","St. Boniface","0","6.040581","MULTIPOLYGON (((-97.08068734626355 49.87226133096185, -97.07399132315871 49.872270318860394, -97.07465956307216 49.87339511568713, -97.07468703985522 49.873429429240716, -97.07469969780799 49.87343975759731, -97.07471569464569 49.87344792542213, -97.07473417114699 49.87345349400454, -97.07475413490145 49.87345616424444, -97.07511262991676 49.873441997190895, -97.08066512457691 49.873437337568745, -97.0806891932346 49.87343531931076, -97.08071203102185 49.87343001003118, -97.08073257384997 49.87342165710695, -97.0807498645615 49.87341064972861, -97.0807630975273 49.87339750076651, -97.08077165618361 49.87338282287362, -97.08077514175928 49.873367299940625, -97.08077425063249 49.87231447925612, -97.0807713098922 49.87230244799515, -97.08076439903509 49.872291115998934, -97.08075384751395 49.8722810234796, -97.08074015833624 49.87227265156115, -97.08072398408471 49.87226639934398, -97.08070609580795 49.872262564879655, -97.08068734626355 49.87226133096185)))","6.040581"
"265","Saskatchewan Avenue Greenway-4",,"S side Saskatchewan Ave, E of Cavalier Dr","Park and Open Space",,"North","Buffer","CRESTVIEW","St. James","St. James - Assiniboia","0","0.630094","MULTIPOLYGON (((-97.30293262043325 49.89965613352224, -97.30295192577248 49.89963178540945, -97.30296040472038 49.89961800509184, -97.30297162243573 49.899591172592665, -97.2976617170947 49.89994384488401, -97.2977230452337 49.899994884259854, -97.2978567697933 49.900122259545675, -97.29819688458478 49.900077746307176, -97.29861488899896 49.90004063602847, -97.29973067167722 49.89996437593019, -97.30128665385294 49.89986125156471, -97.30136628766958 49.89985288393347, -97.30159825211537 49.899823905021684, -97.30177311059708 49.89980104134982, -97.30275367478477 49.899734159581286, -97.30279389636581 49.899727200306295, -97.30282746049951 49.8997171640327, -97.30285957141025 49.89970472285755, -97.30289404976862 49.89968615865148, -97.30292402218588 49.8996645489515, -97.30293262043325 49.89965613352224)))","0.630094"
"7481","Boni-Vital Greenway South C",,"W side of St. Mary's Rd, SW of Redview Dr","Greenfield - Future Park",,"East","Greenfield - Future Park: Linkage","NORMAND PARK","St. Norbert - Seine River","St. Vital","0","0.366514","MULTIPOLYGON (((-97.11712013560434 49.799830446108594, -97.11802629150891 49.799520498215635, -97.11797071201806 49.79951200430496, -97.11795508511948 49.79950644329106, -97.11794389253663 49.79949762609909, -97.11793339306493 49.79947451784373, -97.1179253012093 49.799464581650454, -97.11790426894291 49.79945506489245, -97.11786765641695 49.799453120812466, -97.11785996966417 49.79945065718805, -97.11784867308805 49.799440938780045, -97.11783807900252 49.799423855743264, -97.11771120841695 49.79930179890236, -97.11764804273581 49.799249949883674, -97.11762177610167 49.79923207246715, -97.11760296083123 49.79921197737275, -97.11752442085252 49.79916239712429, -97.11748885219608 49.79914787664439, -97.11745695722243 49.79913179671862, -97.11741303904101 49.799097112787045, -97.11679757810077 49.79930774347695, -97.11715183550496 49.79976427216253, -97.11712013560434 49.799830446108594)))","0.366514"
"290","Carroll Park",,"150 Carroll Rd","Park and Open Space",,"North","Neighbourhood","WESTWOOD","Charleswood - Tuxedo - Westwood","St. James - Assiniboia","0","0.247491","MULTIPOLYGON (((-97.29507064218974 49.86724255644233, -97.29507298121229 49.86721909129202, -97.29529841209835 49.86722860575411, -97.29552684670112 49.86727298406741, -97.29552463091264 49.86727834665219, -97.29565271849194 49.867275776046654, -97.29564621913609 49.86726778645265, -97.29530124772077 49.86720053590978, -97.29533735856945 49.866843071172205, -97.29466712000686 49.866814852316125, -97.2945934091372 49.866812592570376, -97.29455039492736 49.86722239174712, -97.2946263589782 49.86722394200828, -97.29507064218974 49.86724255644233)))","0.247491"
"72","Coronation Park",,"41 St. Mary's Rd","Park and Open Space",,"East","Community","NORWOOD EAST","St. Boniface","St. Boniface","0","2.456511","MULTIPOLYGON (((-97.1239938228643 49.87788871828554, -97.12320916843662 49.877540821107694, -97.12317501156974 49.8775857704255, -97.12331814464312 49.879084027647025, -97.12382615808265 49.87906386762074, -97.1238653651855 49.879474211203444, -97.12408323432739 49.87946556461427, -97.12402400840507 49.87948913528776, -97.12388646425708 49.879497190714126, -97.12388730678859 49.87952676413968, -97.12609903877637 49.87944282222873, -97.12611705276869 49.8794409891125, -97.12613343181182 49.879437449865854, -97.12614992152892 49.87943174698742, -97.12616373450167 49.87942480239442, -97.1261794024124 49.87941315118419, -97.12614161115177 49.87938385326861, -97.1253209203485 49.87869189296348, -97.12524993468949 49.87863472984554, -97.12517941925817 49.87858005289433, -97.12510795868539 49.878526648732034, -97.12503332246439 49.87847289417094, -97.12491550684523 49.87839195411573, -97.12479118126427 49.87831133464919, -97.12466463443126 49.87823390847448, -97.12453762072543 49.878160527965704, -97.12440590913083 49.87808867813414, -97.12427138417475 49.87801944451517, -97.12413422737554 49.87795289088509, -97.1239938228643 49.87788871828554)))","2.456511"
"479","Cheriton Park East",,"244 Cheriton Ave","Park and Open Space",,"East","Neighbourhood","ROSSMERE-A","North Kildonan","River East","0","0.069654","MULTIPOLYGON (((-97.08959095919876 49.93806519810195, -97.08930791989026 49.93797117612449, -97.08911358973023 49.938214893676445, -97.0893966609227 49.93830894632886, -97.08959095919876 49.93806519810195)))","0.069654"
"112","Grant Avenue Greenspace-5",,"S side Grant Ave between Lilac St & Pembina Hwy","Park and Open Space",,"South","Buffer","EBBY-WENTWORTH","Fort Rouge - East Fort Garry","River Heights","0","0.872652","MULTIPOLYGON (((-97.15197733197377 49.86330631208905, -97.14983964949208 49.864021137341425, -97.1497511081647 49.86391168090267, -97.14960897363163 49.86395769005338, -97.14961989089286 49.86397118733354, -97.14786883689693 49.86455658625619, -97.14787990524918 49.86456649955858, -97.1478965141134 49.86457857850297, -97.14791810602102 49.86459164580801, -97.1479301260915 49.86459767974454, -97.14794304148894 49.86460070719176, -97.14861492960796 49.86454108538717, -97.14885573505985 49.864518035159584, -97.14893107845485 49.86450936819831, -97.14906466329154 49.86449003369921, -97.14912346239463 49.86447961271036, -97.1491430276487 49.864475022232796, -97.14919674914525 49.864464999864126, -97.14925797522409 49.86445223352691, -97.14933860252823 49.8644331604516, -97.1494215676982 49.86441072481003, -97.1499999308901 49.864219349118585, -97.1521378944787 49.863504473211705, -97.15213985101143 49.863507351404856, -97.15220784697584 49.86348481268515, -97.15220214913231 49.86347052238017, -97.15219495079134 49.86345919751253, -97.15205035078597 49.863280478978, -97.15197733197377 49.86330631208905)))","0.872652"
